[2023-11-09T16:56:23,557][INFO ][o.a.l.i.v.PanamaVectorizationProvider] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] Java vector incubator API enabled; uses preferredBitSize=128
[2023-11-09T16:56:31,329][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [repository-s3]
[2023-11-09T16:56:31,329][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-analytics]
[2023-11-09T16:56:31,329][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-ent-search]
[2023-11-09T16:56:31,330][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-autoscaling]
[2023-11-09T16:56:31,330][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [lang-painless]
[2023-11-09T16:56:31,331][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-ml]
[2023-11-09T16:56:31,332][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [legacy-geo]
[2023-11-09T16:56:31,333][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [lang-mustache]
[2023-11-09T16:56:31,334][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-ql]
[2023-11-09T16:56:31,334][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [rank-rrf]
[2023-11-09T16:56:31,334][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [analysis-common]
[2023-11-09T16:56:31,335][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [transport-netty4]
[2023-11-09T16:56:31,335][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [aggregations]
[2023-11-09T16:56:31,335][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [ingest-common]
[2023-11-09T16:56:31,336][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-identity-provider]
[2023-11-09T16:56:31,337][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [frozen-indices]
[2023-11-09T16:56:31,337][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-text-structure]
[2023-11-09T16:56:31,338][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-shutdown]
[2023-11-09T16:56:31,338][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [snapshot-repo-test-kit]
[2023-11-09T16:56:31,338][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [ml-package-loader]
[2023-11-09T16:56:31,338][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [kibana]
[2023-11-09T16:56:31,339][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [constant-keyword]
[2023-11-09T16:56:31,339][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-logstash]
[2023-11-09T16:56:31,339][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-graph]
[2023-11-09T16:56:31,340][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-ccr]
[2023-11-09T16:56:31,341][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-esql]
[2023-11-09T16:56:31,342][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [parent-join]
[2023-11-09T16:56:31,342][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-enrich]
[2023-11-09T16:56:31,343][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [repositories-metering-api]
[2023-11-09T16:56:31,343][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [transform]
[2023-11-09T16:56:31,344][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [repository-azure]
[2023-11-09T16:56:31,344][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [repository-gcs]
[2023-11-09T16:56:31,345][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [spatial]
[2023-11-09T16:56:31,346][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [apm]
[2023-11-09T16:56:31,346][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [mapper-extras]
[2023-11-09T16:56:31,346][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [mapper-version]
[2023-11-09T16:56:31,347][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-rollup]
[2023-11-09T16:56:31,347][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [percolator]
[2023-11-09T16:56:31,348][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [data-streams]
[2023-11-09T16:56:31,348][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-stack]
[2023-11-09T16:56:31,348][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [rank-eval]
[2023-11-09T16:56:31,348][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [reindex]
[2023-11-09T16:56:31,348][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-security]
[2023-11-09T16:56:31,349][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [blob-cache]
[2023-11-09T16:56:31,349][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [searchable-snapshots]
[2023-11-09T16:56:31,349][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-slm]
[2023-11-09T16:56:31,349][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [snapshot-based-recoveries]
[2023-11-09T16:56:31,349][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-watcher]
[2023-11-09T16:56:31,349][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [old-lucene-versions]
[2023-11-09T16:56:31,350][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-ilm]
[2023-11-09T16:56:31,350][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-voting-only-node]
[2023-11-09T16:56:31,350][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-deprecation]
[2023-11-09T16:56:31,351][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-fleet]
[2023-11-09T16:56:31,351][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-profiling]
[2023-11-09T16:56:31,351][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-aggregate-metric]
[2023-11-09T16:56:31,351][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-downsample]
[2023-11-09T16:56:31,352][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [ingest-geoip]
[2023-11-09T16:56:31,354][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [inference]
[2023-11-09T16:56:31,355][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-write-load-forecaster]
[2023-11-09T16:56:31,355][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [search-business-rules]
[2023-11-09T16:56:31,355][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [wildcard]
[2023-11-09T16:56:31,355][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [ingest-attachment]
[2023-11-09T16:56:31,355][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [unsigned-long]
[2023-11-09T16:56:31,356][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-sql]
[2023-11-09T16:56:31,356][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [runtime-fields-common]
[2023-11-09T16:56:31,359][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-async]
[2023-11-09T16:56:31,359][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [vector-tile]
[2023-11-09T16:56:31,359][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [lang-expression]
[2023-11-09T16:56:31,359][INFO ][o.e.p.PluginsService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] loaded module [x-pack-eql]
[2023-11-09T16:56:35,324][INFO ][o.e.e.NodeEnvironment    ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] using [1] data paths, mounts [[/System/Volumes/Data (/dev/disk3s5)]], net usable_space [60gb], net total_space [460.4gb], types [apfs]
[2023-11-09T16:56:35,328][INFO ][o.e.e.NodeEnvironment    ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] heap size [8gb], compressed ordinary object pointers [true]
[2023-11-09T16:56:35,371][INFO ][o.e.n.Node               ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] node name [dynamic-oit-vapornet100-10-8-26-245.princeton.edu], node ID [MeWS785kRAWm5YNwMdqNwA], cluster name [elasticsearch], roles [ingest, data_frozen, ml, data_hot, transform, data_content, data_warm, master, remote_cluster_client, data, data_cold]
[2023-11-09T16:56:39,924][INFO ][o.e.x.m.p.l.CppLogMessageHandler] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] [controller/82922] [Main.cc@123] controller (64 bit): Version 8.11.0 (Build e39a40d810307c) Copyright (c) 2023 Elasticsearch BV
[2023-11-09T16:56:40,294][INFO ][o.e.x.s.Security         ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] Security is enabled
[2023-11-09T16:56:41,072][INFO ][o.e.x.s.a.s.FileRolesStore] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] parsed [0] roles from file [/Users/ibe/School/AdvancedProgrammingTechniquesCOS333/gigl/elasticsearch-8.11.0/config/roles.yml]
[2023-11-09T16:56:42,255][INFO ][o.e.x.p.ProfilingPlugin  ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] Profiling is enabled
[2023-11-09T16:56:42,313][INFO ][o.e.x.p.ProfilingPlugin  ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] profiling index templates will not be installed or reinstalled
[2023-11-09T16:56:43,102][INFO ][o.e.t.n.NettyAllocator   ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] creating NettyAllocator with the following configs: [name=elasticsearch_configured, chunk_size=1mb, suggested_max_allocation_size=1mb, factors={es.unsafe.use_netty_default_chunk_and_page_size=false, g1gc_enabled=true, g1gc_region_size=4mb}]
[2023-11-09T16:56:43,143][INFO ][o.e.i.r.RecoverySettings ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] using rate limit [40mb] with [default=40mb, read=0b, write=0b, max=0b]
[2023-11-09T16:56:43,205][INFO ][o.e.d.DiscoveryModule    ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] using discovery type [multi-node] and seed hosts providers [settings]
[2023-11-09T16:56:45,731][INFO ][o.e.n.Node               ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] initialized
[2023-11-09T16:56:45,748][INFO ][o.e.n.Node               ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] starting ...
[2023-11-09T16:56:45,816][INFO ][o.e.x.s.c.f.PersistentCache] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] persistent cache index loaded
[2023-11-09T16:56:45,818][INFO ][o.e.x.d.l.DeprecationIndexingComponent] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] deprecation component started
[2023-11-09T16:56:46,013][INFO ][o.e.t.TransportService   ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] publish_address {127.0.0.1:9300}, bound_addresses {[::1]:9300}, {127.0.0.1:9300}
[2023-11-09T16:56:46,283][INFO ][o.e.c.c.ClusterBootstrapService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] this node has not joined a bootstrapped cluster yet; [cluster.initial_master_nodes] is set to [dynamic-oit-vapornet100-10-8-26-245.princeton.edu]
[2023-11-09T16:56:46,297][INFO ][o.e.c.c.Coordinator      ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] setting initial configuration to VotingConfiguration{MeWS785kRAWm5YNwMdqNwA}
[2023-11-09T16:56:46,632][INFO ][o.e.c.s.MasterService    ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] elected-as-master ([1] nodes joined in term 1)[_FINISH_ELECTION_, {dynamic-oit-vapornet100-10-8-26-245.princeton.edu}{MeWS785kRAWm5YNwMdqNwA}{wYeg_bMtSX-09DBmWqDzmA}{dynamic-oit-vapornet100-10-8-26-245.princeton.edu}{127.0.0.1}{127.0.0.1:9300}{cdfhilmrstw}{8.11.0}{7000099-8500003} completing election], term: 1, version: 1, delta: master node changed {previous [], current [{dynamic-oit-vapornet100-10-8-26-245.princeton.edu}{MeWS785kRAWm5YNwMdqNwA}{wYeg_bMtSX-09DBmWqDzmA}{dynamic-oit-vapornet100-10-8-26-245.princeton.edu}{127.0.0.1}{127.0.0.1:9300}{cdfhilmrstw}{8.11.0}{7000099-8500003}]}
[2023-11-09T16:56:46,683][INFO ][o.e.c.c.CoordinationState] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] cluster UUID set to [_-sDEvthRWyuzskVWHLB2w]
[2023-11-09T16:56:46,732][INFO ][o.e.c.s.ClusterApplierService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] master node changed {previous [], current [{dynamic-oit-vapornet100-10-8-26-245.princeton.edu}{MeWS785kRAWm5YNwMdqNwA}{wYeg_bMtSX-09DBmWqDzmA}{dynamic-oit-vapornet100-10-8-26-245.princeton.edu}{127.0.0.1}{127.0.0.1:9300}{cdfhilmrstw}{8.11.0}{7000099-8500003}]}, term: 1, version: 1, reason: Publication{term=1, version=1}
[2023-11-09T16:56:46,777][INFO ][o.e.c.f.AbstractFileWatchingService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] starting file watcher ...
[2023-11-09T16:56:46,783][INFO ][o.e.c.f.AbstractFileWatchingService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] file settings service up and running [tid=75]
[2023-11-09T16:56:46,795][INFO ][o.e.c.c.NodeJoinExecutor ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] node-join: [{dynamic-oit-vapornet100-10-8-26-245.princeton.edu}{MeWS785kRAWm5YNwMdqNwA}{wYeg_bMtSX-09DBmWqDzmA}{dynamic-oit-vapornet100-10-8-26-245.princeton.edu}{127.0.0.1}{127.0.0.1:9300}{cdfhilmrstw}{8.11.0}{7000099-8500003}] with reason [completing election]
[2023-11-09T16:56:46,797][INFO ][o.e.h.AbstractHttpServerTransport] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] publish_address {10.8.26.245:9200}, bound_addresses {[::]:9200}
[2023-11-09T16:56:46,800][INFO ][o.e.n.Node               ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] started {dynamic-oit-vapornet100-10-8-26-245.princeton.edu}{MeWS785kRAWm5YNwMdqNwA}{wYeg_bMtSX-09DBmWqDzmA}{dynamic-oit-vapornet100-10-8-26-245.princeton.edu}{127.0.0.1}{127.0.0.1:9300}{cdfhilmrstw}{8.11.0}{7000099-8500003}{ml.allocated_processors=8, ml.allocated_processors_double=8.0, ml.max_jvm_size=8589934592, ml.config_version=11.0.0, xpack.installed=true, transform.config_version=10.0.0, ml.machine_memory=17179869184}
[2023-11-09T16:56:47,226][INFO ][o.e.g.GatewayService     ] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] recovered [0] indices into cluster_state
[2023-11-09T16:56:47,523][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding component template [elastic-connectors-sync-jobs-settings]
[2023-11-09T16:56:47,570][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding component template [elastic-connectors-settings]
[2023-11-09T16:56:47,710][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding index template [search-acl-filter] for index patterns [.search-acl-filter-*]
[2023-11-09T16:56:47,747][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding index template [.ml-state] for index patterns [.ml-state*]
[2023-11-09T16:56:47,860][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding component template [elastic-connectors-mappings]
[2023-11-09T16:56:47,887][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding component template [synthetics-settings]
[2023-11-09T16:56:47,916][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding component template [synthetics-mappings]
[2023-11-09T16:56:47,937][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding component template [logs-mappings]
[2023-11-09T16:56:47,983][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding component template [ecs@dynamic_templates]
[2023-11-09T16:56:48,038][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding index template [.monitoring-ent-search-mb] for index patterns [.monitoring-ent-search-8-*]
[2023-11-09T16:56:48,049][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding component template [metrics-settings]
[2023-11-09T16:56:48,078][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding index template [.ml-stats] for index patterns [.ml-stats-*]
[2023-11-09T16:56:48,088][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding component template [metrics-tsdb-settings]
[2023-11-09T16:56:48,103][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding component template [metrics-mappings]
[2023-11-09T16:56:48,118][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding component template [elastic-connectors-sync-jobs-mappings]
[2023-11-09T16:56:48,139][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding component template [data-streams-mappings]
[2023-11-09T16:56:48,164][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding index template [.ml-notifications-000002] for index patterns [.ml-notifications-000002]
[2023-11-09T16:56:48,185][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding index template [.kibana-reporting] for index patterns [.kibana-reporting*]
[2023-11-09T16:56:48,212][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding component template [behavioral_analytics-events-mappings]
[2023-11-09T16:56:48,251][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding index template [.monitoring-logstash-mb] for index patterns [.monitoring-logstash-8-*]
[2023-11-09T16:56:48,288][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding index template [.monitoring-kibana-mb] for index patterns [.monitoring-kibana-8-*]
[2023-11-09T16:56:48,380][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding index template [.monitoring-beats-mb] for index patterns [.monitoring-beats-8-*]
[2023-11-09T16:56:48,482][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding index template [.ml-anomalies-] for index patterns [.ml-anomalies-*]
[2023-11-09T16:56:48,613][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding index template [.monitoring-es-mb] for index patterns [.monitoring-es-8-*]
[2023-11-09T16:56:48,631][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding component template [.deprecation-indexing-settings]
[2023-11-09T16:56:48,659][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding index template [.fleet-fileds-fromhost-data] for index patterns [.fleet-fileds-fromhost-data-*]
[2023-11-09T16:56:48,684][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding index template [.fleet-fileds-fromhost-meta] for index patterns [.fleet-fileds-fromhost-meta-*]
[2023-11-09T16:56:48,699][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding index template [.fleet-fileds-tohost-data] for index patterns [.fleet-fileds-tohost-data-*]
[2023-11-09T16:56:48,715][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding index template [.slm-history] for index patterns [.slm-history-5*]
[2023-11-09T16:56:48,732][INFO ][o.e.c.m.MetadataIndexTemplateService] [dynamic-oit-vapornet100-10-8-26-245.princeton.edu] adding component template [.deprecation-indexing-mappings]
